platformQid,name,isMajor,platformType,generation,releaseYear,expectedCount,wdqsCount,wikiRosterCount,overlapCount,wdqsOnly,wikiOnly,gamesRosterFetchedCount,gamesRosterDone,gamesCursorQid,gamesCursorUpdatedAt,gamesIngestedAt,lastEnrichedAt
Q123230565,AYANEO Slide DS,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.305Z
Q123230569,AYANEO Slide KB,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.305Z
Q114356521,AYN Loki,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.262Z
Q114774391,AYN Loki Mini,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.264Z
Q112189963,Ayn Odin,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.585Z
Q805385,Bally Astrocade,false,HOME_CONSOLE,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.398Z
Q122622095,Bandai HET,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.304Z
Q4854330,Bandai LCD Solarpower,false,HANDHELD,,1982,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.583Z
Q4854331,Bandai RX-78,false,COMPUTER,,1983,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.583Z
Q2503052,Bandai Super Vision 8000,false,HOME_CONSOLE,,1979,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.400Z
Q638749,Barcode Battler,false,HANDHELD,,1991,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.400Z
Q4834797,BBC Bridge Companion,false,HOME_CONSOLE,,1985,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.582Z
Q749976,BBC Micro,false,COMPUTER,,1981,121,0,0,0,0,0,0,false,,,,2026-02-26T01:47:56.600Z
Q879989,BlackBerry 10,false,MOBILE,,,26,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.542Z
Q70066324,Black Point 10 - Tele Sports FS 1002,false,HOME_CONSOLE,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:56.599Z
Q11334763,Blip,false,HANDHELD,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.584Z
Q115295360,BOB180,false,ARCADE,,2017,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.302Z
Q115476099,Brick Game,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.582Z
Q848991,browser game,false,OTHER,,,28,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.541Z
Q797005,BSS 01,false,HOME_CONSOLE,,1979,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.581Z
Q70325203,BTSTI + Rubin Ts1-205,false,HOME_CONSOLE,,1981,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:56.599Z
Q65962981,C4002,false,HOME_CONSOLE,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:56.597Z
Q65962977,"C4003 (52078-02 MEGA, 52044)",false,HOME_CONSOLE,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.211Z
Q609429,C64 Direct-to-TV,false,HANDHELD,,2004,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.400Z
Q1132204,CAANOO,false,HANDHELD,,2010,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.580Z
Q76314588,Capcom Home Arcade,false,ARCADE,,2019,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.150Z
Q114834055,Cary42,false,HANDHELD,,2017,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.722Z
Q51167516,Casio AG-100,false,OTHER,,1993,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q51167371,Casio BB-9 Baseball Game,false,OTHER,,1982,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q51167449,Casio CG-10,false,OTHER,,1982,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q50809396,Casio MG-770,false,OTHER,,1980,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q51167422,Casio MG-777,false,OTHER,,1981,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q51167431,Casio MG-888,false,OTHER,,1982,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q51167508,Casio WN-104,false,OTHER,,1993,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q1140676,Cassette Vision,false,HOME_CONSOLE,,1981,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.398Z
Q5098075,Children's Discovery System,false,HANDHELD,,1981,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.583Z
Q114355482,Circuit Gem,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.718Z
Q114543594,CircuitMess Nibble,false,HANDHELD,,2021,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.147Z
Q13522376,Classic Mac OS,false,COMPUTER,,,1315,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.230Z
Q114816903,Clockwork GameShell,false,HANDHELD,,2018,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.147Z
Q3392967,Coleco Sonic,false,HANDHELD,,2006,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.583Z
Q115094035,CollectorVision Phoenix,false,HOME_CONSOLE,,2019,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.622Z
Q2984364,Color TV-Game 15,false,HOME_CONSOLE,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.145Z
Q2984365,Color TV-Game 6,false,HOME_CONSOLE,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.145Z
Q2984366,Color TV Game Block Breaker,false,HOME_CONSOLE,,1979,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.145Z
Q2984368,Color TV-Game Racing 112,false,HOME_CONSOLE,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.145Z
Q1115919,Commodore 128,false,COMPUTER,,1985,22,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.216Z
Q1115913,Commodore 16,false,COMPUTER,,1984,45,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.216Z
Q99775,Commodore 64,false,COMPUTER,,,2766,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.545Z
Q100047,Commodore Amiga,false,COMPUTER,,,1761,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.212Z
Q946661,Commodore PET,false,COMPUTER,,1977,21,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.544Z
Q868568,Commodore Plus/4,false,COMPUTER,,1984,30,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.542Z
Q918232,Commodore VIC-20,false,COMPUTER,,1981,93,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.542Z
Q133799949,Computer Mah-jong Yakuman,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.149Z
Q115315348,Coolbaby Retro Mini 2 RS-6A,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.302Z
Q114357897,Creoqode LYRA,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.719Z
Q174666,cross-platform,false,COMPUTER,,,64,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.237Z
Q1147227,Cybiko,false,HANDHELD,,1998,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.582Z
Q2994828,Dendy,false,HOME_CONSOLE,,1992,,0,0,0,0,0,0,false,,2026-02-25T20:41:08.089Z,2026-02-25T20:41:08.089Z,2026-02-26T01:45:49.398Z
Q16960041,Designer's World,false,HANDHELD,,2006,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.149Z
Q570878,Dingoo A330,false,HANDHELD,,2010,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.150Z
Q114834709,Dinkii,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.617Z
Q170434,DOS,false,COMPUTER,,,2405,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.236Z
Q1238768,Dragon 32/64,false,COMPUTER,,,49,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.306Z
Q16958214,DragonBox Pyra,false,HANDHELD,,2020,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.145Z
Q115072070,Dr. Boy,false,HANDHELD,,1990,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.621Z
Q184198,Dreamcast,false,HOME_CONSOLE,,1998,499,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.240Z
Q67080460,Eksi-Video 01,false,HOME_CONSOLE,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.211Z
Q5358299,Electronic Quarterback,false,HANDHELD,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.210Z
Q4530960,Electronika IM-26,false,HANDHELD,,1988,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.146Z
Q73746182,Electrosport Colour,false,HOME_CONSOLE,,1977,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:56.600Z
Q106771148,Ending-Man Terminator,false,HOME_CONSOLE,,1992,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.585Z
Q5380510,Entex Select-A-Game,false,HANDHELD,,1981,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.400Z
Q840865,Epoch Game Pocket Computer,false,HANDHELD,,1984,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.400Z
Q114562179,ESPboy,false,HANDHELD,,2019,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.147Z
Q111303693,Etch A Sketch Animator 2000,false,HANDHELD,,1988,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.585Z
Q115041740,EVO 2,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.621Z
Q115052267,EVO 2 DX,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.621Z
Q115052299,EVO 2 DX Pocket,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.621Z
Q5432911,Famicom Data Recorder,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.584Z
Q135321,Famicom Disk System,false,COMPUTER,,1986,190,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.230Z
Q115315635,Fei Hao HD Retro Game,false,HOME_CONSOLE,,2017,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.302Z
Q2379925,FM-7,false,COMPUTER,,1982,56,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.115Z
Q531896,FM Towns,false,COMPUTER,,1989,93,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.124Z
Q114568814,FunKey S,false,HANDHELD,,2020,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.720Z
Q186437,Game Boy,false,HANDHELD,,1989,520,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.242Z
Q188642,Game Boy Advance,false,HANDHELD,,2001,1054,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.242Z
Q203992,Game Boy Color,false,HANDHELD,,1998,453,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.247Z
Q121552505,Game Boy damaged in the Gulf War,false,OTHER,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.304Z
Q115049592,Game Boy Null,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.621Z
Q114542104,Gamebuino Meta,false,HANDHELD,,2018,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.719Z
Q115259625,Game Burger Advance,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.301Z
Q2498396,Game.com,false,HANDHELD,,1997,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.399Z
Q751719,Game Gear,false,HANDHELD,,1990,178,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.540Z
Q96033186,Game Gear Micro,false,HANDHELD,,2020,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.146Z
Q115051101,Game Grrl,false,HANDHELD,,2005,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.621Z
Q115092588,Gamerz Tek 16-Bit Entertainment System,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.622Z
Q115092582,Gamerz Tek 16-Bit HD Entertainment System,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.622Z
Q115092544,Gamerz Tek 8-bit entertainment system,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.622Z
Q215034,Game & Watch series,false,HANDHELD,,1980,40,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.115Z
Q115295530,Geoboi,false,HOME_CONSOLE,,2019,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.302Z
Q114877549,Gizmondo 2,false,HANDHELD,,2008,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.618Z
Q114785122,GKD Mini,false,HANDHELD,,2021,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.264Z
Q114924419,GP2X F100,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.723Z
Q114924455,GP2X F200,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.723Z
Q930260,GP2X Wiz,false,HANDHELD,,2009,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.399Z
Q114924771,GP32 BLU,false,HANDHELD,,2004,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.619Z
Q114924776,GP32 BLU+,false,HANDHELD,,2004,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.619Z
Q114924754,GP32 FLU,false,HANDHELD,,2002,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.619Z
Q114924635,GP32 NLU,false,HANDHELD,,2001,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.619Z
Q48852160,GPD Win 2,false,HANDHELD,,2018,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.584Z
Q30592482,GPD XD,false,HANDHELD,,2015,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.581Z
Q115092524,Hamy NES and SNES HD Classic,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.622Z
Q12760764,Hanimex 666,false,HOME_CONSOLE,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.210Z
Q124289220,Hasbro iON,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.210Z
Q1037185,HP 95LX,false,COMPUTER,,1991,23,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.213Z
Q2053,HTML5,false,OTHER,,2014,28,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.248Z
Q137750890,Hybrix,false,COMPUTER,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.230Z
Q115163330,Hyperkin FC Super Loader,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.623Z
Q124287393,Hyperkin Mega 95,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.306Z
Q115168187,Hyperkin Mega RetroN HD,false,HOME_CONSOLE,,2018,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.624Z
Q108502306,Hyperkin Retron 1,false,HOME_CONSOLE,,2011,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.716Z
Q115167972,Hyperkin RetroN 1 AV,false,HOME_CONSOLE,,2021,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.623Z
Q115167923,Hyperkin RetroN 1 HD,false,HOME_CONSOLE,,2017,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.623Z
Q115168142,Hyperkin RetroN 2,false,HOME_CONSOLE,,2012,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.624Z
Q115168153,Hyperkin RetroN 2 HD,false,HOME_CONSOLE,,2019,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.624Z
Q115167618,Hyperkin RetroN 3,false,HOME_CONSOLE,,2010,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.623Z
Q115167674,Hyperkin RetroN 3 HD,false,HOME_CONSOLE,,2020,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.623Z
Q108502160,Hyperkin RetroN 5,false,HOME_CONSOLE,,2013,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.716Z
Q108502055,Hyperkin RetroN 77,false,HOME_CONSOLE,,2017,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.716Z
Q115165012,Hyperkin RetroN DIY,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.623Z
Q115162625,Hyperkin RetronGX,false,HOME_CONSOLE,,2023,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.623Z
Q114810786,Hyperkin RetroN Sq,false,HOME_CONSOLE,,2021,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.721Z
Q3504023,Hyperkin SupaBoy,false,HANDHELD,,2011,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.210Z
Q115075405,Hyperkin SupaBoy S,false,HANDHELD,,2016,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.622Z
Q115075616,Hyperkin SupaBoy SFC,false,HANDHELD,,2018,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.622Z
Q115075780,Hyperkin Supa Retron HD,false,HOME_CONSOLE,,2018,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.622Z
Q202712,IBM Personal Computer,false,COMPUTER,,1981,61,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.246Z
Q1061441,Intellivision,false,HOME_CONSOLE,,1979,99,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.214Z
Q302411,Interton Video Computer 4000,false,COMPUTER,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.399Z
Q64350339,iPadOS,false,MOBILE,,2019,812,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.128Z
Q193828,"Java Platform, Micro Edition",false,OTHER,,,100,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.243Z
Q193321,Java virtual machine,false,COMPUTER,,,76,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.243Z
Q6109271,JXD 1000,false,HANDHELD,,2009,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.150Z
Q115041645,JXD S7100,false,HANDHELD,,2011,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:02.620Z
Q114816742,Kitronik GameZip 64,false,HANDHELD,,2018,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.147Z
Q58842116,K's Kids K-Magic,false,HANDHELD,,2011,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.211Z
Q121723002,LaVie Mini,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.723Z
Q6509976,Leapster,false,HANDHELD,,2003,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.583Z
Q121722630,Lenovo Legion Go,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.584Z
Q121722854,Lenovo Legion Play,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.723Z
Q114222973,Logitech G CLOUD gaming handheld,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.146Z
Q123532096,M17,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.209Z
Q43627,Mac OS operating systems,false,COMPUTER,,,190,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.119Z
Q18277153,Magic Computer,false,COMPUTER,,1990,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.150Z
Q177234,mainframe computer,false,COMPUTER,,,27,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.238Z
Q114543332,MAKERbuino,false,HANDHELD,,2017,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.719Z
Q123409168,MARS FPGA,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.209Z
Q125224591,Masters of the Universe,false,HANDHELD,,1982,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.228Z
Q130388508,MEG-4,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.229Z
Q48891556,MegaVision,false,HOME_CONSOLE,,1990,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.150Z
Q124650763,Meta Horizon OS,false,COMPUTER,,,35,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.306Z
Q130378643,Meta Quest,false,OTHER,,,26,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.229Z
Q114355541,microByte,false,HANDHELD,,2021,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.718Z
Q131448075,MicroW8,false,HOME_CONSOLE,,2022,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.229Z
Q114834512,miniStation,false,HOME_CONSOLE,,2015,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.722Z
Q114816106,MobiGo,false,HANDHELD,,2010,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.265Z
Q114816112,MobiGo 2,false,HANDHELD,,2012,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.265Z
Q126411552,ModRetro Chromatic,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.228Z
Q114442452,Monon Color,false,HANDHELD,,2014,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:25.719Z
Q124252480,MSI Claw A1M,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:55.584Z
Q853547,MSX,false,COMPUTER,,1983,580,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.542Z
Q11232203,MSX 2,false,COMPUTER,,,26,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.260Z
Q129625536,MyArcade Gamer V,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.210Z
Q124022146,My Arcade Game Station,false,ARCADE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.306Z
Q124022163,My Arcade Micro Player,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.306Z
Q124022119,My Arcade Nano Player Pro,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.306Z
Q124022183,My Arcade Pixel Classic,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.306Z
Q124022179,My Arcade Pocket Player Pro,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.306Z
Q124022082,My Arcade Retro Champ,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.306Z
Q6961444,Namco Plug & Play,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.150Z
Q121494459,Nanoarcade,false,ARCADE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:47:08.304Z
Q114811722,nD,false,HANDHELD,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.147Z
Q1338888,NEC PC-8800 series,false,COMPUTER,,,127,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.229Z
Q183505,NEC PC-9800 series,false,COMPUTER,,,213,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.239Z
Q1054350,Neo Geo,false,ARCADE,,1990,123,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.213Z
Q64428080,Neo Geo AES,false,HOME_CONSOLE,,1990,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.150Z
Q2703883,Neo Geo CD,false,HOME_CONSOLE,,1994,49,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.115Z
Q3338058,Neo-Geo MVS,false,ARCADE,,,25,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.116Z
Q16961885,Net Jet,false,HOME_CONSOLE,,,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:01.150Z
Q29583519,New Nintendo 2DS XL,false,HANDHELD,,2017,,0,0,0,0,0,0,false,,,,2026-02-26T01:45:49.400Z
Q17679679,New Nintendo 3DS,false,HANDHELD,,2014,26,0,0,0,0,0,0,false,,,,2026-02-26T01:47:38.238Z
Q114639376,New Pocket Go,false,HANDHELD,,2019,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:57.263Z
Q336434,N-Gage,false,HANDHELD,,2003,66,0,0,0,0,0,0,false,,,,2026-02-26T01:47:50.116Z
Q128304586,Nicole 4A8,false,HOME_CONSOLE,,1978,,0,0,0,0,0,0,false,,,,2026-02-26T01:46:32.210Z
Q97498047,Ninja Turtles: The Next Mutation,false,HANDHELD,,1997,,0,0,0,0,0,0,false,,,,2026-02-26T01:48:00.544Z
